Car Name,CO2
Toyota  - Yaris Hybrid - Yaris Hybid,140
Toyota  - Yaris Hybrid - Dynamic,126
Toyota  - Yaris Hybrid - Yaris Hybrid Edition S plus,148
Toyota  - Yaris Hybrid - Yaris Hybrid Style Selection,116
Smart  - Fortwo - City Coupe CDI,90
Toyota  - Yaris Hybrid - Comfort,128
Smart  - Fortwo - Pure CDI,84
Toyota  - Yaris Hybrid - Yaris Hybrid Comfort,124
Toyota  - Yaris Hybrid - 1.5  VVT-i Style 002,149
Toyota  - Yaris Hybrid - Style,126
Toyota  - Yaris Hybrid - Yaris 9-TJB-29,133
Toyota  - Yaris Hybrid - H2 limited,124
Smart  - Fortwo - MC 01,91
Smart  - Fortwo - cdi,91
Smart  - Fortwo - CDI,91
Toyota  - Yaris Hybrid - Style,127
Smart  - Fortwo - cdi 54 PS,91
Toyota  - Yaris Hybrid - Yaris III,143
Smart  - Fortwo - Cabrio,92
Smart  - Fortwo - Passion Cdi Coupe,86
Toyota  - Yaris Hybrid - vip,126
Toyota  - Yaris Hybrid - 1.5 Hybrid e-CVT H2,145
Smart  - Fortwo - Passion CDI,92
Smart  - Fortwo - CDI,87
Toyota  - Yaris Hybrid - edition - s,133
Smart  - Fortwo - passion,90
Smart  - Fortwo - Cdi Coupe,92
Smart  - Fortwo - 451 CDI Passion,92
Smart  - Fortwo - 451,92
Toyota  - Yaris Hybrid - Advanced,143
Toyota  - Yaris Hybrid - Active,123
Smart  - Fortwo - Coupe CDI Passion,92
Smart  - Fortwo - cdi,93
Toyota  - Yaris Hybrid - Yaris Hybrid Life,135
Smart  - Fortwo - 450,93
Toyota  - Yaris Hybrid - Toyota Yaris Hybrid Club,144
Smart  - Fortwo - 450,89
Smart  - Fortwo - Pulse,90
Smart  - Fortwo - Passion City Coupe CDI,93
Smart  - Fortwo - Fortwo,93
Smart  - Fortwo - Fortwo,87
Smart  - Fortwo - MC 01,93
Smart  - Fortwo - Passion cdi,93
Smart  - Fortwo - Passion,89
"Toyota  - Yaris Hybrid - Yaris Hybrid 1,5 HSD E-CVT",133
Toyota  - Yaris Hybrid - style ,112
Toyota  - Yaris Hybrid - 1.5 Active,147
Smart  - Fortwo - 450 cdi,93
Smart  - Fortwo - 42 pulse cdi,94
Toyota  - Yaris Hybrid - Yaris Comfort,129
Smart  - Fortwo - Cabrio,94
Smart  - Fortwo - City Coupe,94
Smart  - Fortwo - fortwo CDI Passion Navi,94
Smart  - Fortwo - pure cdi,94
"Smart  - Fortwo - CDI 0,8",94
Smart  - Fortwo - cdi PULSE coupe 2005 Kanada,94
Smart  - Fortwo - Passion cdi,94
Smart  - Fortwo - passion,94
Smart  - Fortwo - Fortwo 450 cdi,89
Toyota  - Yaris Hybrid - Yaris Hybrid Business,116
Smart  - Fortwo - Fortwo,94
Toyota  - Yaris Hybrid - Selection,133
Smart  - Fortwo - Smart Passion cdi,94
Smart  - Fortwo - city coupe,95
Smart  - Fortwo - 450 Coupe,94
"Smart  - Fortwo - Passion CDI , 2003",94
"Smart  - Fortwo - W450 - MC01 - 0,8 cdi",92
Smart  - Fortwo - CDI MC01,94
"Smart  - Fortwo - CDI Cabrio ""175/195""",94
Toyota  - Yaris Hybrid - Yaris Collection,128
Toyota  - Yaris Hybrid - Style,128
Smart  - Fortwo - Cabrio,94
Smart  - Fortwo - MC01 Cabrio,95
Smart  - Fortwo - cdi passion,94
Smart  - Fortwo - Fortwo Coupe CDI,95
Smart  - Fortwo - 451 Coupe CDI,91
Smart  - Fortwo - cabrio,95
Smart  - Fortwo - 450 CDI,95
"Smart  - Fortwo - 0,8cdi",95
Smart  - Fortwo - Passion Cabrio DPF,95
Smart  - Fortwo - CityCoupé CDI,95
Smart  - Fortwo - ForTwo Coupe CDI ,95
Smart  - Fortwo - Passion CDI,95
Smart  - Fortwo - Pulse Limited/1 CDI,91
Toyota  - Yaris Hybrid - Yaris HSD Club,131
Smart  - Fortwo - 451 coupe cdi,95
Smart  - Fortwo - Cabrio CDI,95
Smart  - Fortwo - Passion CDI,95
Smart  - Fortwo - City Coupe 450,95
Smart  - Fortwo - Passion CDI,95
Smart  - Fortwo - coupe cdi (100 MPG Challenge),96
Smart  - Fortwo - 450,95
Smart  - Fortwo - cdi Cabrio Kanada,96
Smart  - Fortwo - CDI Cabrio,91
Smart  - Fortwo - Smart Fortwo Cdi Passion,96
Smart  - Fortwo - CDI Pure,96
Toyota  - Yaris Hybrid - Yaris HSD Dynamic,122
Toyota  - Yaris Hybrid - Yaris Hybrid Life,117
Smart  - Fortwo - fortwo,93
Smart  - Fortwo - 450 coupe,93
Toyota  - Yaris Hybrid - Graphic,133
Toyota  - Yaris Hybrid - HSD,128
Smart  - Fortwo - Passion Cabrio CDI,94
Smart  - Fortwo - CDI Passion,96
Smart  - Fortwo - 450,96
Smart  - Fortwo - fortwo cdi Passion,93
Smart  - Fortwo - cdi cabrio pure,96
Smart  - Fortwo - CDI,96
Toyota  - Yaris Hybrid - Club,145
Smart  - Fortwo - Cabrio cdi,96
Toyota  - Yaris Hybrid - HSD,131
Smart  - Fortwo - Cabrio,97
Smart  - Fortwo - Cabrio,92
Toyota  - Yaris Hybrid - XP13,145
Smart  - Fortwo - Cdi Passion,97
Smart  - Fortwo - Passion,92
Smart  - Fortwo - Pure,97
Smart  - Fortwo - MC-01 Cabrio,97
Toyota  - Yaris Hybrid - III Facelift 2014,116
Smart  - Fortwo - Fortwo Passion,94
Smart  - Fortwo - Passion,97
Toyota  - Yaris Hybrid - Active plus,128
Smart  - Fortwo - 450,97
Smart  - Fortwo - 451,97
Smart  - Fortwo - cdi 2001,79
Smart  - Fortwo - Passion,97
Toyota  - Yaris Hybrid - Yaris 1.5  full Hybrid ,134
Smart  - Fortwo - Smart  passion,97
Smart  - Fortwo - City Coupé,97
Toyota  - Yaris Hybrid - jajajaj,131
Toyota  - Yaris Hybrid - Hybrid Comfort,144
Smart  - Fortwo - ForTwo CDI Passion,95
Smart  - Fortwo - Grandstyle,97
Smart  - Fortwo - Cabrio 0.8 cdi,97
Smart  - Fortwo - City-Coupe,97
Smart  - Fortwo - Smart Cabrio cdi,97
Smart  - Fortwo - coupe cdi 450,90
Smart  - Fortwo -  CDI Passion,97
Smart  - Fortwo - MC01 - 450,97
Toyota  - Yaris Hybrid - Club,136
Toyota  - Yaris Hybrid - Lunge,122
Toyota  - Yaris Hybrid - Yaris Hybrid,130
Toyota  - Yaris Hybrid - Yaris Hybrid SOL 1.5 CVT,136
Toyota  - Yaris Hybrid - Yaris Hybrid Energie,123
Smart  - Fortwo - cdi,97
Toyota  - Yaris Hybrid - Yaris HSD Dynamic,121
Toyota  - Yaris Hybrid - Yaris HSD,143
Smart  - Fortwo - pure,84
Toyota  - Yaris Hybrid - Life,132
Toyota  - Yaris Hybrid - style,134
Toyota  - Yaris Hybrid - Style Selection,116
Smart  - Fortwo - Passion,96
Smart  - Fortwo - Pure CDI,96
Toyota  - Yaris Hybrid - Yaris Hybrid,143
Smart  - Fortwo - cdi Passion,98
Toyota  - Yaris Hybrid - Yaris Club,136
Smart  - Fortwo - MC01 Pulse,98
Toyota  - Yaris Hybrid - Life,126
Toyota  - Yaris Hybrid - Club,137
Toyota  - Yaris Hybrid - XP13,138
Smart  - Fortwo - Passion Cabrio Diesel,98
Smart  - Fortwo - Fortwo cdi passion,97
Smart  - Fortwo - Cabrio,98
Toyota  - Yaris Hybrid - Yaris Club,123
Smart  - Fortwo - 450,97
Toyota  - Yaris Hybrid - Comfort,126
Smart  - Fortwo - cdi Passion,98
Smart  - Fortwo - Pure CDI Coupe,98
Smart  - Fortwo - Fortwo Coupé passion,98
Smart  - Fortwo - Grandstyle cdi,98
Toyota  - Yaris Hybrid - Yaris HSD Club ,126
Toyota  - Yaris Hybrid - 1.5 l hybrid e-CVT,137
Smart  - Fortwo -  Cabrio 0.8 cdi,98
Smart  - Fortwo - Fortwo Pulse cdi,98
Smart  - Fortwo - cdi,98
Smart  - Fortwo - cdi,98
Smart  - Fortwo - Cabrio passion cdi (451),98
Smart  - Fortwo - Passion,96
Smart  - Fortwo - pure passion,98
Smart  - Fortwo - Cabrio,99
Smart  - Fortwo - Pulse cdi,98
Smart  - Fortwo - Pure,97
Smart  - Fortwo - Cdi,98
Smart  - Fortwo - Passion,99
Smart  - Fortwo - cdi,99
Smart  - Fortwo - Passion,99
Smart  - Fortwo - Smart City-Coupé Passion .8 CDI,99
Smart  - Fortwo - Passion CDi,89
Smart  - Fortwo - City Coupe Passion cdi,99
Smart  - Fortwo - Pure,97
Toyota  - Yaris Hybrid - YARIS,135
Smart  - Fortwo - Passion,93
Toyota  - Yaris Hybrid - Dynamic,129
Smart  - Fortwo - Pure cdi,96
Smart  - Fortwo - Coupe,98
Smart  - Fortwo - 451 Pure CDI ,99
Smart  - Fortwo - cdi,99
"Smart  - Fortwo - 0,8 cdi",99
Smart  - Fortwo - fortwo pure cdi,93
Smart  - Fortwo - Coupe CDI,97
Smart  - Fortwo - cdi Passion Cabrio,99
Smart  - Fortwo - 450,99
Toyota  - Yaris Hybrid - XP13,127
Smart  - Fortwo - CDI MC01 450,99
Smart  - Fortwo - MC01,99
Smart  - Fortwo - 450 Passion,99
Toyota  - Yaris Hybrid - Yaris Hybrid Club XP13 ,122
Smart  - Fortwo - CDI Cabrio,99
Smart  - Fortwo - Fortwo Coupe CDI,100
Toyota  - Yaris Hybrid - Yaris. 3 Dynamic,131
Smart  - Fortwo - 451 cdi Coupé Pure,100
Smart  - Fortwo - Smart cdi,100
Smart  - Fortwo - Cabrio Pulse CDI,100
Smart  - Fortwo - Passion CDI (Typ451),100
Smart  - Fortwo - Fortwo Coupé Passion,100
Smart  - Fortwo - 450 cdi Cabrio,100
Smart  - Fortwo - fortwo,98
Smart  - Fortwo - City-Two,100
Smart  - Fortwo - City-Coupé,100
Smart  - Fortwo - CDI Cabrio Passion,100
Smart  - Fortwo - cdi coupé Canada,100
Smart  - Fortwo - passion cabrio,100
Smart  - Fortwo - 450 Coupé,100
Smart  - Fortwo - Smart CDI DPF EU5,100
Smart  - Fortwo - cabrio,98
Smart  - Fortwo - Cabrio,97
Smart  - Fortwo - 451,97
Smart  - Fortwo - pure CDI,98
Toyota  - Yaris Hybrid - 100hds,134
Toyota  - Yaris Hybrid - Collection,118
Smart  - Fortwo - Smart CDI,100
Smart  - Fortwo - CDI,99
Smart  - Fortwo - Passion,99
Smart  - Fortwo - fortwo coupe cdi,100
Smart  - Fortwo - CDI Cabrio,77
Smart  - Fortwo - smart CDI,100
Toyota  - Yaris Hybrid - Yaris 5-Türer Hybrid Automatik Club,157
Smart  - Fortwo - 451 Coupe CDI Passion,100
Smart  - Fortwo - Coupe Passion,100
Smart  - Fortwo - MC01,90
Smart  - Fortwo - Pure,100
Smart  - Fortwo - Passion,100
Smart  - Fortwo - Cabrio,100
Smart  - Fortwo - Smart  MCC,100
Smart  - Fortwo - Passion cdi 450,100
Smart  - Fortwo - 450,97
Smart  - Fortwo - Fortwo CDI,85
Smart  - Fortwo - cdi Coupe 451 Passion,99
Smart  - Fortwo - smart 450 pulse cdi,99
Smart  - Fortwo - CDI,100
Smart  - Fortwo - CDI Cabrio Passion,100
Smart  - Fortwo - pure cabriolet cdi,100
Smart  - Fortwo - 451 CDI ,100
Smart  - Fortwo - cdi,99
Smart  - Fortwo - 450 cdi,101
Toyota  - Yaris Hybrid - Yaris Hybrid Life,130
Smart  - Fortwo - MC01 Passion Cdi,101
Smart  - Fortwo - Pure,101
Smart  - Fortwo - 0.8 CDI Cabrio,101
Smart  - Fortwo - City Coupé Pulse CDI,98
Smart  - Fortwo - cdi,101
Smart  - Fortwo - PASSION,101
Toyota  - Yaris Hybrid - style Selection,134
Smart  - Fortwo - 450,101
Smart  - Fortwo - Passion,101
Toyota  - Yaris Hybrid - XP13M,151
Smart  - Fortwo - smart CDI,100
Smart  - Fortwo - Passion,101
Smart  - Fortwo - 450 PURE CDI (NEW),101
Smart  - Fortwo - ForTwo Passion,101
Smart  - Fortwo - cdi Cabrio passion,101
Smart  - Fortwo - Passion CDI,101
Smart  - Fortwo - Cabrio CDI,101
Smart  - Fortwo - Fortwo Caprio,99
Smart  - Fortwo - Passion Cabrio,101
Toyota  - Yaris Hybrid - Y20,129
Smart  - Fortwo - Passion,101
Smart  - Fortwo - Cabrio cdi,101
Smart  - Fortwo - 451,101
Smart  - Fortwo - Fortwo Passion CDI Cabrio,98
Smart  - Fortwo - coupe cdi (2005 driving),101
Smart  - Fortwo - Silver Pulse,101
Smart  - Fortwo - 450 CDI,81
Smart  - Fortwo - 450cdi,101
Toyota  - Yaris Hybrid - Club,146
Smart  - Fortwo - Smart Fortwo 451 cdi,98
Smart  - Fortwo - cdi passion,101
Smart  - Fortwo - CDI,101
Smart  - Fortwo - Fortwo cabrio,101
Smart  - Fortwo - 450,101
Smart  - Fortwo - cabrio,91
Smart  - Fortwo - Pure cdi,101
Smart  - Fortwo - Cabrio,101
Smart  - Fortwo - City Coupé,101
Smart  - Fortwo - Cabrio,98
Smart  - Fortwo - Cabrio,101
Smart  - Fortwo - Passion 451,91
Smart  - Fortwo - City Coupe,101
Smart  - Fortwo - Fortwo CDI,101
Smart  - Fortwo - CDI coupe´  Typ 451,99
Smart  - Fortwo - CDI,102
Smart  - Fortwo - MC01 450,102
Smart  - Fortwo - Pulse CDI,100
Smart  - Fortwo - CDI,102
Toyota  - Yaris Hybrid - Two-Tone,123
Smart  - Fortwo - city coupe,101
Smart  - Fortwo - 451 Cupe,102
Smart  - Fortwo - Coupe Passion Cdi,102
Smart  - Fortwo - pure,92
Toyota  - Yaris Hybrid - Yaris Hybrid Life,121
Smart  - Fortwo - Passion cdi,102
Smart  - Fortwo - 450cdi,102
Toyota  - Yaris Hybrid - Yaris Hybrid,157
Smart  - Fortwo - Passion,102
Smart  - Fortwo - Passion,102
Smart  - Fortwo - cdi,92
Smart  - Fortwo - Cabrio Pulse CDI,91
Smart  - Fortwo - 450 CDI,101
Smart  - Fortwo - Pure CDI,102
Toyota  - Yaris Hybrid - Yaris Hybrid life,174
Smart  - Fortwo - Passion CDI,102
Smart  - Fortwo - Passion,102
Smart  - Fortwo - cdi,102
Smart  - Fortwo - Pulse Cabrio,102
Smart  - Fortwo - Coupe,101
Smart  - Fortwo - SMART ANTIGO,102
Smart  - Fortwo - 451 cdi,102
Smart  - Fortwo - City Coupe,102
Toyota  - Yaris Hybrid - Yaris Style Blue,118
Smart  - Fortwo - passion,102
Smart  - Fortwo - coupe,102
Smart  - Fortwo - Smart Cdi,100
Smart  - Fortwo - city coupe,102
Smart  - Fortwo - Cabrio,102
Smart  - Fortwo - 450 CDI,102
Smart  - Fortwo - Cabrio ,102
Smart  - Fortwo - Cabrio,101
Smart  - Fortwo - Passion,102
Smart  - Fortwo - cabrio,102
Smart  - Fortwo - MC 01,102
Smart  - Fortwo - 450,102
Smart  - Fortwo - Cabrio cdi,94
Smart  - Fortwo - passion,100
Smart  - Fortwo - Smart,102
Smart  - Fortwo - Cdi,93
Smart  - Fortwo - Pasion,97
"Smart  - Fortwo - Smart 451 0,8 CDI pure",102
Smart  - Fortwo - Passion Coupe 2013,102
Smart  - Fortwo - cdi,102
Smart  - Fortwo - Pulse cdi,102
Smart  - Fortwo - pulse cdi,103
Smart  - Fortwo - 450 pure cdi,88
Smart  - Fortwo - CDI passion cabrio,103
Smart  - Fortwo - Smart City Coupe,103
Smart  - Fortwo - Passion,101
Smart  - Fortwo - city coupe cabrio,103
Smart  - Fortwo - cabrio,103
Smart  - Fortwo - ForTwo CDI Passion ,102
Toyota  - Yaris Hybrid - Yaris Style 2017,118
Smart  - Fortwo - pulse,103
Smart  - Fortwo - Passion,103
Smart  - Fortwo - CARBRIOLET,102
Smart  - Fortwo - Coupé passion cdi,103
Smart  - Fortwo - 450,102
Smart  - Fortwo - 450 CDI,96
Smart  - Fortwo - cdi pure,96
Smart  - Fortwo - Coupe CDI,102
Smart  - Fortwo - Pure,102
Toyota  - Yaris Hybrid - P130,126
Smart  - Fortwo - MC01 - 450,97
Smart  - Fortwo - Cabrio,87
Smart  - Fortwo - coupe cdi (2006-2007),103
Smart  - Fortwo - fortwo passion,103
Smart  - Fortwo - cdi,103
Smart  - Fortwo - cdi 45 PS,89
Smart  - Fortwo - Coupe Pulse,99
Smart  - Fortwo - coupe cdi 451,103
Toyota  - Yaris Hybrid - XP13M,130
Smart  - Fortwo - Passion Cabrio Cdi,103
Smart  - Fortwo - Pulse CDi,100
Smart  - Fortwo - 0.8CDI,103
Smart  - Fortwo - city coupé cdi passion,103
Smart  - Fortwo - cdi,103
Toyota  - Yaris Hybrid - VVT-I ,127
Toyota  - Yaris Hybrid - Cross (Goldi),136
Smart  - Fortwo - Pulse CDI,103
Toyota  - Yaris Hybrid - Edition S,119
Toyota  - Yaris Hybrid - Active,128
Toyota  - Yaris Hybrid - Yaris 1.5 Hybrid Active,133
Smart  - Fortwo - smart,103
Smart  - Fortwo - City Coupe,103
Smart  - Fortwo - cabrio 30kw cdi passion,103
Smart  - Fortwo - Pulse CDI,97
Smart  - Fortwo - Cabrio,103
Smart  - Fortwo - 450,103
Smart  - Fortwo - ForTwo Cabrio Pulse CDI,92
Smart  - Fortwo - Cabrio,103
Toyota  - Yaris Hybrid - Style Selection,135
Smart  - Fortwo - CDI Passion Cabrio,103
Smart  - Fortwo - 450 Cabrio,103
Smart  - Fortwo - Smart ForTwo smart & passion cdi,94
Smart  - Fortwo - 451,103
Smart  - Fortwo - Smart & passion cdi,97
Toyota  - Yaris Hybrid - Comfort+ (1.5 VVT-i),133
Smart  - Fortwo - Smart ForTwo Passion CDi,103
Smart  - Fortwo - cdi Cabrio,103
Smart  - Fortwo - 450 cdi,103
Toyota  - Yaris Hybrid - XP 13M    A,135
Smart  - Fortwo - MC01,98
Toyota  - Yaris Hybrid - Yaris Lounge,121
Smart  - Fortwo - Grandstyle,103
Smart  - Fortwo - ForTwo Cabrio,103
Smart  - Fortwo - Cabrio pulse cdi (451),98
Smart  - Fortwo - CDi,103
Smart  - Fortwo - cdi passion,103
Smart  - Fortwo - Coupe,103
Smart  - Fortwo - Fortwo cdi,103
Smart  - Fortwo - 450,103
Smart  - Fortwo - Fortwo CDI,103
Toyota  - Yaris Hybrid - Life,116
Smart  - Fortwo - Coupe CDI Passion,103
Smart  - Fortwo - Passion mit Brabus Optikpaket,103
Smart  - Fortwo - Passion,104
Smart  - Fortwo - Coupe Passion,93
Smart  - Fortwo - CDI,104
Smart  - Fortwo - CDI,94
Toyota  - Yaris Hybrid - Yaris Hybrid Club,134
Smart  - Fortwo - Passion cdi,103
Smart  - Fortwo - cabrio cdi pulse,104
Smart  - Fortwo - Passion Cabrio cdi,103
Smart  - Fortwo - Passion,104
Smart  - Fortwo - cdi cabrio,103
Smart  - Fortwo - Pulse 450,104
Smart  - Fortwo -  fortwo CDI passion,104
Smart  - Fortwo - smart passion offen,103
Smart  - Fortwo - 451,104
Smart  - Fortwo - Passion Cdi,104
Smart  - Fortwo - pulse,103
Smart  - Fortwo - Coupé,103
Smart  - Fortwo - pure cdi,97
Smart  - Fortwo - Pulse CDI,98
Smart  - Fortwo - Fortwo Passion,104
Smart  - Fortwo - Pulse,104
Smart  - Fortwo - cdi,104
Smart  - Fortwo - Passion CDI,104
Smart  - Fortwo - Cabrio,104
Smart  - Fortwo - 450 cdi,104
Toyota  - Yaris Hybrid - 2017 Comfort,126
Smart  - Fortwo - Cabrio MCC,104
Smart  - Fortwo - 450 CDI,104
Smart  - Fortwo - Smart CDI,104
Smart  - Fortwo - Passion,104
Smart  - Fortwo - MC1,104
Smart  - Fortwo - passion CDI,104
Smart  - Fortwo - Cabrio,98
Smart  - Fortwo - pure,104
Smart  - Fortwo - CDI,104
Smart  - Fortwo - Fortwo Cdi Passion,99
Smart  - Fortwo - SMART Fortwo,104
Smart  - Fortwo - fortwo passion cdi,104
Smart  - Fortwo - cdi Grandstyle,104
Smart  - Fortwo - pulse,104
Smart  - Fortwo - Pulse CDI,104
Smart  - Fortwo - Cabriolet pulse,104
Smart  - Fortwo - Coupe,98
Smart  - Fortwo - cdi 451,104
Smart  - Fortwo - city cabrio&passion cdi,104
Smart  - Fortwo - 450,104
Smart  - Fortwo - Fortwo purelife cdi,104
Smart  - Fortwo - MC1,104
Smart  - Fortwo - cdi Cabrio Passion,99
Smart  - Fortwo - MC 01 Branco,104
Smart  - Fortwo - Coupe,104
Smart  - Fortwo - Smart CDI,104
Smart  - Fortwo - A 450 Cdi Cabrio ,104
Smart  - Fortwo - 450,104
Smart  - Fortwo - 450,104
Smart  - Fortwo - cdi pulse cabrio (Canada),104
Smart  - Fortwo - Pulse CDI,104
Smart  - Fortwo - Passion Coupé cdi,104
Smart  - Fortwo -  Cabrio Passion DPF 2002,104
Smart  - Fortwo - cdi Generation II,99
Smart  - Fortwo - passion,104
Smart  - Fortwo - Grandstyle CDI,104
Smart  - Fortwo - 461  0.8 CDI Passion,105
Smart  - Fortwo - ForTwo cdi,104
Smart  - Fortwo - 450 CDI,98
Smart  - Fortwo - CDI,103
Smart  - Fortwo - 451,105
Smart  - Fortwo - Passion CDI,105
Smart  - Fortwo - Passion CDI,105
"Smart  - Fortwo - 0,8 cdi",105
Smart  - Fortwo - 0.8 cdi Carbio,105
Smart  - Fortwo - Passion CDi Coupé,105
Smart  - Fortwo - 451,99
Smart  - Fortwo - 450,100
Smart  - Fortwo - ForTwo cdi,105
Smart  - Fortwo - coupé cdi,105
Smart  - Fortwo - Passion,105
Smart  - Fortwo - CDI Passion,105
Toyota  - Yaris Hybrid - Yaris Hybrid Life,118
Smart  - Fortwo - COUPE CDI ,105
Smart  - Fortwo - 450,100
Smart  - Fortwo - 450 cdi,105
Smart  - Fortwo - Cabrio CDI Passion,100
Smart  - Fortwo - Fortwo pure cdi,103
Smart  - Fortwo - passion cabrio,105
Smart  - Fortwo - Pure CDI,105
Smart  - Fortwo - passion,105
Smart  - Fortwo - cdi,104
Smart  - Fortwo - cdi,105
Toyota  - Yaris Hybrid - Yaris hybride mc2 100h Dynamic,124
Smart  - Fortwo - Pulse,104
Smart  - Fortwo - CDi,105
Smart  - Fortwo - Fortwo,104
Smart  - Fortwo - pulse,104
Smart  - Fortwo - p,104
Smart  - Fortwo - CDI,100
Smart  - Fortwo - MCC SMART,105
Smart  - Fortwo - Pulse CDI,105
Smart  - Fortwo - Pulse,105
Smart  - Fortwo - 451,104
Smart  - Fortwo - fortwo,105
Smart  - Fortwo - Cabrio,104
Smart  - Fortwo - ForTwo CDI Cabrio 450,105
Smart  - Fortwo - Smart City Coupe Pure 0.8 CDI,105
Smart  - Fortwo - Passion,105
Smart  - Fortwo - Pulse CDI,100
Smart  - Fortwo - Fortwo CDI Pulse,105
Smart  - Fortwo - Passion,98
"Smart  - Fortwo - Pure Cabriolet 0,8 CDI",105
Smart  - Fortwo - CDI Cabrio Passion,105
Smart  - Fortwo - 451,105
Smart  - Fortwo - 451 cdi passion,99
Smart  - Fortwo - Pulse cdi,105
Smart  - Fortwo - Passion 40kw CDI,105
Smart  - Fortwo - Passion,100
Smart  - Fortwo - Smart ,103
Smart  - Fortwo - CDI coupe,105
Smart  - Fortwo - Fortwo CDi Passion,105
Smart  - Fortwo - Pure CDI,105
Smart  - Fortwo - 451,105
Smart  - Fortwo - Fortwo CDI,105
Smart  - Fortwo - 451,105
Smart  - Fortwo - passion cdi coupe (451),105
Smart  - Fortwo - MC01,93
Smart  - Fortwo - Fortwo Cabrio,105
Smart  - Fortwo - CDI,105
Smart  - Fortwo - Smart CDI,98
Smart  - Fortwo - Pure,100
Smart  - Fortwo - CDI Pulse 451,106
Smart  - Fortwo - ForTwo 450 cdi,106
Smart  - Fortwo - CDI,106
Smart  - Fortwo - passion,106
Smart  - Fortwo - Cabrio CDI,105
Smart  - Fortwo - coupé CDI pure,100
Smart  - Fortwo - Passion,101
Smart  - Fortwo - Cabrio cdi 450,106
Smart  - Fortwo - Passion cdi,106
Smart  - Fortwo - MC 01 DPF,106
Smart  - Fortwo - cdi,89
Smart  - Fortwo - Pulse Cabrio,106
Smart  - Fortwo - Pure CDI 450,106
Smart  - Fortwo - Passion,105
Smart  - Fortwo - Cabrio,106
Smart  - Fortwo - pure,101
Smart  - Fortwo - Cabrio Passion,105
Smart  - Fortwo - Pulse,106
Smart  - Fortwo - Fortwo Coupe Passion cdi (451),101
Smart  - Fortwo - Pulse,106
Smart  - Fortwo - CDI,106
Smart  - Fortwo - Pure,106
Smart  - Fortwo - Coupe CDI DPF *Passion*,101
Smart  - Fortwo - pure cdi,106
Smart  - Fortwo - Pure,106
Smart  - Fortwo - Coupe Passion,106
Smart  - Fortwo - Coupe CDI,106
Smart  - Fortwo - Coupe,106
Smart  - Fortwo - Fortwo Passion CDI,106
Smart  - Fortwo - CDI,106
Smart  - Fortwo - city coupé pure,106
Smart  - Fortwo - Coupe,106
Smart  - Fortwo - Pulse Cabrio,106
Smart  - Fortwo - Fortwo Cabrio CDI,106
Smart  - Fortwo - Coupe,106
Smart  - Fortwo - Passion  Coupe,93
Smart  - Fortwo - 450 CDI DPF,101
Smart  - Fortwo - Passion,106
Smart  - Fortwo - CDI,106
Smart  - Fortwo - Pulse,106
Smart  - Fortwo - Pulse CDi,106
Smart  - Fortwo - Pulse,106
Smart  - Fortwo - 450 Cabrio,106
Smart  - Fortwo - Passion,106
Smart  - Fortwo - Passion,106
Smart  - Fortwo - cdi 450 Passion,106
Smart  - Fortwo - cdi passion,106
Smart  - Fortwo - Pure cdi,106
Smart  - Fortwo - Coupe,106
Smart  - Fortwo - Passion,106
Smart  - Fortwo - Passion CDI,106
Smart  - Fortwo - Pulse CDI,106
Smart  - Fortwo - CDI pure,106
Smart  - Fortwo - ForTwo CDI Pulse,106
Smart  - Fortwo - Pulse,106
Toyota  - Yaris Hybrid - Selection Smart Red,135
Smart  - Fortwo - passion,106
Smart  - Fortwo - Fortwo Cabrio,106
Smart  - Fortwo - Pure,102
Smart  - Fortwo - Passion,106
Smart  - Fortwo - 451 Passion,106
Smart  - Fortwo - fortwo cdi,101
Smart  - Fortwo - CDI - MC 01 Vermelho,102
Smart  - Fortwo - bubu,90
Smart  - Fortwo - passion Cabrio,95
Smart  - Fortwo - CDI,100
Smart  - Fortwo - Passion,104
Smart  - Fortwo - mc01,107
Smart  - Fortwo - Pulse ,107
Smart  - Fortwo - Fortwo Cabrio (W450) CDI,102
Smart  - Fortwo - passion cdi,107
Smart  - Fortwo - Pulse cdi,92
Smart  - Fortwo - 450,107
Smart  - Fortwo - Passion Diesel,100
Smart  - Fortwo - 450,107
Smart  - Fortwo - 451cdi,107
Smart  - Fortwo - cdi Passion 2nd Generation,96
Smart  - Fortwo - Fortwo cdi,107
Smart  - Fortwo - Cabrio CDI,107
Smart  - Fortwo - ForTwo Cabrio cdi,107
Smart  - Fortwo - Passion Cdi coupe´ Typ 451,107
Smart  - Fortwo - Passion,106
Smart  - Fortwo - Fortwo pulse Cabrio CDI,107
Smart  - Fortwo - Pure,106
Smart  - Fortwo - 450,107
Toyota  - Yaris Hybrid - 100H,126
Smart  - Fortwo - Der   Kleine,102
Smart  - Fortwo - passion cdi Cabrio,107
Smart  - Fortwo - Passion CDI Cabrio,102
Smart  - Fortwo - Cabrio Passion CDi ,107
Smart  - Fortwo - MC 01 450 CDI,107
Smart  - Fortwo - Fortwo  Cabrio Passion 0.8 CDI,107
Smart  - Fortwo - MC01,103
Smart  - Fortwo - Smart Fortwo 450 0.8 cdi,107
Smart  - Fortwo - cdi,106
Smart  - Fortwo - Passion CDI,107
Smart  - Fortwo - Coupe,107
Smart  - Fortwo - Pure,107
Smart  - Fortwo - passion CDI,107
Smart  - Fortwo - 450 Passion,107
